,title,salary,company,description,location
165,Data Analyst,,UnitedHealthcare,Perform ad hoc data research using SQL tools and fulfill various data requests. You will perform ad hoc data research using SQL tools and fulfill various data…,"Santa Ana, CA"
166,Data Analyst,,CPL Recruitment,"Excellent eye for detail, with a curiosity mindset and attitude for data discovery. Various analytical, reporting, data-consolidating tasks.",Remote
167,Business Analyst (REMOTE),,IntelliBridge LLC,Shall have a minimum of five (5) years of experience focusing on business architecture analysis inclusive of: Assist with monitoring overall project progress by…,Virginia +1 location
168,Market Data Support Analyst,"$90,000 - $130,000 a year",MayStreet,"Must have a basic understanding of market data delivery methods as well as data access methodologies, including general API terminologies and functions.",Remote
169,Associate Data Analyst,,Criteo,This role involves dealing with a considerable amount of complex data and requires a candidate who is comfortable thinking of innovative ways to analyze data…,"Ann Arbor, MI"
170,Data Analyst (Pharma),,Infinity Quest,Extensive experience with data visualization. Position: Data Analyst with Pharma exp*. Data Analyst with 8-10 Years expertise.,Remote
171,Business Analyst,$50 - $56 an hour,Del Oro Consulting,The duration of this project is a minimum of one year however ongoing renewals are possible. The ideal candidate is located in the CST time zone or willing to…,Remote
172,Marketing Data Analyst II,,SelectQuote,Strong analytical and detail-oriented aptitude; a high degree of accuracy is required. This is data driven role in which the analysis will drive company…,Remote
173,Entry Level Business Analyst,"$60,000 - $80,000 a year",DigitalTransGlobal,"Effective written and verbal communication skills, including effectively communicating with business users and software developers, team participation and…",Remote
174,SENIOR DATA ANALYST,,UniGroup,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",Remote +1 location
175,Informational And Statistical Analyst,"$46,749 - $58,436 a year",Michigan State University,Expanding the Flint Registry’s ability to disseminate data and information by supporting data and informatics activities. Creating reports and data summaries.,"Flint, MI"
176,Portfolio Data Analyst,"$55,000 - $65,000 a year",TSI,Conduct loan folder audits as assigned to ensure data integrity. Review and submit data change requests at the property level internally and externally.,Remote
177,Data Analyst,$35.87 - $51.54 an hour,"Northern Embedded Solutions, LLC",Experience developing data parsers for table and relational data sets. The analyst will work with operations and other engineering personnel to identify what…,"Fairbanks, AK"
178,Data Analyst (1315),,EagleView,A *Degree in a STEM discipline* and *at least 3 years of relevant experience in data analytics and/or data science.*. Expertise in SSIS and SSRS.,Remote
179,Data Analyst (Initially Remote),"$90,000 - $110,000 a year",IT Alliances Inc,"Demonstrate prior success in a role requiring a multi-disciplinary skillset, combining aspects of data/product analysis, project management, and data governance…","Charlotte, NC"
180,Data Analyst,$27 - $30 an hour,TRESUME,0-3 years of experience in a data support role. Perform data cleanups and document processes. Analyze internal and external data through quantitative research.,"Silver Spring, MD"
181,Sr. Data Analyst,"$110,000 a year",Mainstay,"Build dashboards and data visualizations to support internal & external business needs. Write complex SQL & MongoDB queries to gather, clean and aggregate data…","Boston, MA"
182,Data Analyst II - Supply Chain,"$57,400 - $82,000 a year",DISH,Validate large amounts of data to ensure data quality in a variety of different ways depending on the data and its consumer.,"Littleton, CO"
183,Business Data Analyst,,DHL | Supply Chain,Uses knowledge of business and data structure to discover and/or anticipate problems where data can be used to solve the problem.,"Livonia, MI +12 locations"
184,Product Data Analyst,"$140,000 - $140,001 a year",Yugabyte,"Explain trends across data sources, potential opportunities for growth or improvement, and data caveats for descriptive, diagnostic, predictive (including…","Sunnyvale, CA"
185,Healthcare Data Analyst,,"Second Wave Delivery Systems, LLC","As a data analyst you will be inspecting, cleansing, transforming, and modelling data with the goal of discovering useful information, informing conclusions,…",Remote
186,Criminal Data Entry Analyst (REMOTE),,"InfoMart, Inc.",A background in clerical/data entry and 10-key is preferred. Attention to detail and analytical skills are a must. High school diploma or equivalent.,"Marietta, GA"
187,Business Analyst.,"$54,053 - $118,713 a year",Cyber Resource,Client: *VITA (Virginia Information Technologies Agency)*. \*This request is for 2 contractor positions that will support Business Readiness*.,"Detroit, MI +59 locations"
188,Business Analyst with State Exp,"$54,157 - $90,000 a year",Albet Technologies LLC,"Identify business trends utilizing real data, compile analysis reports that are delivered to developers and then follow-up on all results.",Remote
189,HR Data Analyst,"$55,000 - $75,000 a year","MKS Instruments, Inc.","A minimum of a Bachelor’s degree, MA/MBA preferred, and 2-5 years of HR, data analyst, or related experience with demonstrated increased responsibility.",Remote
190,Data Analyst - Tarrant County,,Tarrant County Homeless Coalition,"Assists with research, statistical data, and policy support in order to facilitate the County’s ARPA and COVID-19 efforts in a variety of areas including County…","Fort Worth, TX"
191,Data Analyst I,,Tarzana Treatment Center,"Designs data collection instruments, including forms and fields in currently utilized data gathering software. 40 per week, Monday-Friday.","Woodland Hills, CA +2 locations"
192,Senior IT Business Analyst,"$90,000 - $125,000 a year",Central Transport,"You have (and use) excellent judgement and a keen attention to detail. Comfortable with application design, data management, enterprise architecture, and user…","Sterling Heights, MI"
193,Data Analyst,,"Info Origin, Inc.",Review data methodology and provide recommendations on improvements. Assist counties with collecting and reporting program data.,Remote
194,Junior Business Analyst,"$72,000 - $92,000 a year",SEIU 775 Benefits Group,Consult with key stakeholders to design and interpret analyses of data and develop data-based recommendations for strategic management decisions.,Remote
195,Investment Analyst,"$75,000 - $85,000 a year",Acara Solutions,Maintain all relevant data using the Company's data management software. Minimum 1 year of work experience as a financial/investment/data analyst.,Remote
196,Data Analyst - Tiktok Ads,,TikTok,Expert experience pulling large and complex data using SQL and writing data pipelines. Experience with a data visualization tool (e.g. Tableau);,"Seattle, WA +2 locations"
197,BI Analyst Intermediate,"$65,000 - $70,000 a year",University of Michigan,Interpret data results using a variety of analytical techniques ranging from simple data aggregation to more complex data mining.,"Dearborn, MI +1 location"
198,Data Privacy Analyst REMOTE,"$75,000 - $110,221 a year",Set Solutions,Analyzes and prepares metrics related to data incidents; Prepares reports on data subject access requests and other privacy matters.,Remote
