,title,salary,company,description,location
162,"Data Engineer, Kelp",,Spotify,"You have experience in data science, front end or data visualization. You are knowledgeable about data modeling, data access, and data storage techniques.","New York, NY"
163,Newborn Screening Data Scientist,,Spectrum Talent Management,"Experience working on biological data sheets. Experience with AWS technologies, SageMaker, Terraform scripting. Experience with Git and GitHub.","Salt Lake City, UT"
164,Data Analyst,,Kalibri Labs,"Lead efforts to ensure that complete and accurate data is available for all “data users” – including internal databases, aggregate tables, Looker BI tool tables…",Remote
165,Senior Data Scientist - Remote,"$110,000 - $150,000 a year",Koch Ag & Energy Solutions,"Exposure to Kafka data pipeline development. Previous experience working with streaming data. Strong experience with data integration, SQL and Python.","Omaha, NE +6 locations"
166,Data Scientist,,Ascend Innovations,"Work with stakeholders including the Executive, Product, Data and UX teams to solve data-related technical issues and support their data science needs.",Remote
167,Data Scientist (associate level),,Doorstead,Extending company's data with third-party sources of information when needed. Enhancing data collection procedures to include information that is relevant for…,Remote
168,Data Science Lead Analyst (Work from Home) - Express Scripts,"$74,600 - $124,400 a year",Cigna,"Responsible for the research, extraction and analysis of data. Query data warehouse(s) using variety of tools available. May research and analyze algorithms.","Hartford, CT"
169,Data Scientist,"$50,000 - $110,000 a year",Emonics LLC,Present information using data visualization techniques. Undertake preprocessing of structured and unstructured data. Combine models through ensemble modeling.,Remote +1 location
170,Data Analyst,"$80,000 - $115,000 a year","Campaign Registry, Inc.",Strong knowledge of data mining principles with data collection and mapping from multiple data systems on premises and cloud-based data sources.,Remote
171,Data Analyst,"$75,393 - $83,093 a year",Delta Faucet Company,"Perform intermediate level data mining and data modeling by combining multiple data sources from various systems e.g. SAP, Azure, Salesforce and other databases…",Remote
172,Jr. ESG/EHS Data Management Consultant - Computer Science (Entry Level),$35 - $39 an hour,Huco Consulting Inc.,Analyze data schemas and create data maps & dictionaries to aid streamlined querying/reporting. Use advanced database & technical skills for integration to…,Remote
173,Data Science & Analytics Analyst,,Razorfish,Learn Razorfish's data capabilities to understand how data fits into a client's overall strategy. You will have support from data leadership and fellow analysts…,"San Luis Obispo, CA +2 locations"
174,Data Engineer,,O'Reilly Media,Team up with other groups within O’Reilly (e.g. data science or machine learning) to leverage experience and consult on data engineering best practices.,Remote +1 location
175,Data Scientist - Data Science ( Remote ),$56.50 - $71.00 an hour,Lakeland Regional Health,Collaborate with and across all departments to translate business needs for information and knowledge into long-term data science solutions that add value to…,Remote
176,Senior Data Analyst,,Orion Advisor Solutions,"Identifies data quality issues, including incomplete and inconsistent data. Participates in data governance efforts and mechanisms.","Omaha, NE"
177,Associate Data Collection Specialist - REMOTE,,Appen,Use Appen’s crowd management and data collection tools to execute data collection projects of different types. Set up payments for data collection participants.,Remote
178,Clinical Analyst,,Blue Health Intelligence,Experience analyzing medical and pharmacy claims data and membership data. Understanding issues related to data analysis in healthcare payer industry.,Remote +4 locations
179,Student Employee - Data Science,,Electric Power Research Institute,Candidates will support subject matter experts and data scientists in a variety of data analysis tasks that may include: literature review; data review and…,"Charlotte, NC"
180,Data Scientist,"$120,000 a year",Bayer,Demonstrated creativity in solving challenging and complex problems using large data sets; Demonstrate intermediate proficiency in computational skills and…,United States +2 locations
181,Virtual Bilingual Machine Learning Data Associate (US)- Turkish,,Amazon.com Services LLC,Practical knowledge of data processing needs and trade-offs. Experience working with machine learning / AI / natural language understanding data.,Washington State
182,Sr SIMS Data Analyst,,South West,"Transform various data sources into actionable data visualizations. Perform analysis of Safety and operational data, data (e.g. injury and damage data, flight…","Dallas, TX"
183,Analyst-Data Science,,Amex,"Leveraging Data Quality Detectors, identify and drive improvements to CDE data quality. Identify and prioritize improvements to your platform to appropriately…","Phoenix, AZ"
184,Demand Planning Analyst - T&P (SCOP) (Remote),"$82,000 a year",Lime,"You are looking to expand your project management, analytical and data science skill sets. Oversee data governance on asset usage & inventory metrics, and…",United States
185,Data Analyst 2 (Remote),,IQVIA,"3 years of related experience in data analytics, preferably working with pharmaceutical data. May work with stand alone data systems or enterprise wide tools…",Remote
186,Senior Data Analyst - Telecommute,"$82,100 - $146,900 a year",Optum,"2+ years of experience with data analytics/data engineering. Bring disparate data to life by providing key insights and finding gaps in operations, care, or…","Eden Prairie, MN +3 locations"
187,Data Scientist,,Cerner Corporation,"In this role, some of your responsibilities will be to access, cleanse, compile and transform disparate data sets to conduct exploratory and pre-defined…",Missouri
188,"Data Scientist, AWS People Analytics","$136,000 - $184,000 a year",Amazon.com Services LLC,"Mentor data engineers, business intelligence engineers and business analysts on statistical methods and determining causation versus correlation.",United States
189,Geospatial Analyst,,"New Light Technologies, Inc.",The candidate will be responsible for data storage and secure data transfer in the cloud (AWS) and should be familiar with overcoming challenges associated with…,Remote
190,2023 Entry Level - Data Analyst,,Textron Aviation,Performs data analysis via various data-mining and statistical techniques to gain insights from data to support business objectives. 12-paid holidays a year.,"Wichita, KS"
191,"Training and Placement in Data engineer, Data Analyst, Data Science","$60,000 - $95,000 a year","TechIntelli Solutions, Inc.","We have good marketing team, and we work directly with Fortune 500 clients in USA. Techintelli will provide professional training by one of the top trainers…","Iowa City, IA +1 location"
