,title,company,salary,location,jobtype,qualifications,benefits,description
99,AWS Data Engineer,CirrusLabs,Quick Apply,Remote ,Contract,"SQL
APIs
Python
Tableau
Redshift",,"Languages - Strong in Python and SQL, SnowSQL (if Snowflake) and prior project experience in building data pipelines- This is must."
100,Big Data Engineer,A Place for Mom,"Estimated: $81,000 - $120,000 a year",Remote ,Full-time,"iOS
SQL
Spark
Apache Hive
Windows
Bachelor's degree",,"You will contribute to all data management aspects, including data governance, data quality management, master data management, enterprise data integration by…"
101,Data Engineer (Remote),"Second Wave Delivery Systems, LLC","Estimated: $110,000 - $150,000 a yearQuick Apply",Remote ,Full-time,"Relational databases
SQL
Spark
Scala
Machine learning","Dental insurance
Health insurance
Paid time off
Vision insurance
Life insurance",Experience with building and managing data pipelines. Experience with big data analysis tools such as BigQuery and Looker.
102,Data Engineer,Braintrust,$70 - $80 an hourQuick Apply,"San Francisco, CA ",Contract,"Relational databases
Data modeling
SQL
Spark
Apache Hive",,Experienced in leading a team of data engineers or individually working on the implementation of data integration requirements and developing the pipeline of…
103,Sr. Data Support Engineer,Fidelity TalentSource,"Estimated: $110,000 - $140,000 a year","Durham, NC ",Full-time,"Relational databases
Design patterns
SQL
Control-M
DevOps",,"Your sophisticated skills in data intensive application development, data integration, and data pipeline design patterns on a distributed platform."
104,Data Engineer (Onsite),SYSMIND LLC,Quick Apply,"Brighton, MA ",Contract,"Relational databases
Data modeling
SQL
Spring Boot
Communication skills
Bachelor's degree
Master's degree
US work authorization",,"Experience with data modeling, complex data structures, data processing, and data quality and data lifecycle. Experience building and optimizing ‘big data’ data…"
105,Data Engineer,Human Interest,"$130,000 - $145,000 a yearQuick Apply","San Francisco, CA ",,,,Help build a world class data environment. Work with engineering teams across the company to improve data tracking. Generous PTO and parental leave policies.
106,Azure Data Engineer,Garni software,Quick Apply,Remote ,Full-time | Contract,"Azure
SQL
Informatica
Python
Big data
US work authorization",,5+years of extensive experience with Azure data factory. 5+ years of experience with big data tools. Azure data Factory: 6 years (Required).
107,Data Engineer General,Global Information Technology,"Estimated: $87,000 - $120,000 a yearQuick Apply","Dearborn, MI ",Contract,"SQL
SAP S/4HANA
Apache Hive
Informatica
Alteryx
Bachelor's degree",,3+ years of progressive responsibilities in managing data and data processes. Experience working with data in Informatica.
108,Data Engineer,Marathon TS,"$150,000 - $170,000 a yearQuick Apply",Remote +1 location,Full-time,"React
Confluence
Bootstrap
Bamboo
DevOps
Bachelor's degree","Dental insurance
Health insurance
Paid time off
Vision insurance","*Design, test, implement, and manage data infrastructure processes including, but not limited to data collection, scrubbing, extraction, transformation and load…"
109,Data Engineer,"Zartico, Inc.","Estimated: $97,000 - $140,000 a yearQuick Apply",Remote ,Full-time,"SQL
Python
Terraform
Bachelor of Science
Bachelor's degree",Unlimited paid time off,"You will build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources and build robust data…"
110,"Big Data Engineer :: Hybrid Onsite - Raleigh, NC",OPENMIND TECHNOLOGIES INC,$75 - $85 an hourQuick Apply,"Morrisville, NC ",Full-time | Contract,"Analysis skills
Spark
Apache Hive
Hadoop
Python
US work authorization",,Big data technology: 10 years (Preferred). 9-10+ years of IT experience with in depth big data technology. Develop applications on the big data platform using…
111,Senior Data Engineer,"Point Predictive, Inc.","Estimated: $120,000 - $150,000 a yearQuick Apply",Remote ,Full-time,"SQL
Python
Kafka
Redshift
ETL
Bachelor's degree","Dental insurance
Health insurance
Flexible schedule
Referral program
401(k)","Working with stakeholders including data, design, product and executive teams and assisting them with data-related technical issues."
112,Data Engineer,Zions Bancorporation,,"Midvale, UT ",,,,"Extensive experience in data migration, data analysis, data transformations, conversion, interface, large volume data loading (ETL techniques), database…"
113,Senior Software Engineer (AWS + Data Migration ),Elgebra,"Estimated: $100,000 - $150,000 a yearQuick Apply","Hartford, CT ",Full-time | Contract,"Software deployment
Perl
SQL
DB2
Application development
Bachelor's degree",,"Build data pipelines to support repeatable and scalable data acquisition and data integration of various types and complexity (structured/unstructured data),…"
114,Entry Level Data Engineer,N9 IT SOLUTIONS,$30 - $40 an hourQuick Apply,Remote ,Full-time,"SQL
PostgreSQL
Python
AWS
Google Cloud Platform
US work authorization","Flexible schedule
Visa sponsorship",Eligibility: -* (Authorized to work anywhere in the USA and for only those who are staying in the USA). They use an advanced non-invasive procedure to prolong…
115,Software Engineer II - Data Platform,Indeed,"$132,000 - $192,000 a year",United States +4 locations,Full-time,"Spark
C++
Python
AWS
Cloud infrastructure
Bachelor's degree","Unlimited paid time off
Paid time off","Some of these systems include: data replication pipelines (logging and change data capture), the Spark ecosystem and other derived data creation frameworks, the…"
116,Data Delivery QA Engineer (SQL/Python),HealthVerity,"Estimated: $87,000 - $110,000 a year",United States ,Full-time,"SQL
Python","Stock options
Dental insurance
Health insurance
Paid time off
401(k)","Solve complex problems related to the real-time discovery of large data. You will assess, question, tweak, and enhance existing processes and codebases and…"
117,Sr Data Engineer,Apptad Inc,$45 - $70 an hourQuick Apply,Remote ,Full-time | Contract,"SQL
Python
US work authorization",,"Skills: Orchestration, Data Pipelines, SQL Optimization, SQL, Python. Tools knowledge: Snowflake, SQL, Airflow, dbt. Job Types: Full-time, Contract."
118,Data Engineer (Varying Levels),Windfall,"Estimated: $130,000 - $160,000 a year","San Francisco, CA ",Full-time,"SQL
Spark
OOP
Apache
Kotlin",,Build supporting data services and applications to orchestrate and monitor our data systems. Work closely with our data science team to run ML models on top of…
119,Data Engineer,Global IT Resources,$70 - $80 an hourQuick Apply,Remote ,Full-time | Temporary | Contract,"SQL
Tableau
Big data
Data structures
Bachelor's degree
US work authorization","Dental insurance
Health insurance
401(k)
Vision insurance
Life insurance",Data engineer: 5 years (Required). Must be able to optimize our data flow and prepare the data for the data visualization (example: Tableau).
120,Junior Data Engineer ($35-42/hr),Equity Staffing Group,$35 - $42 an hourQuick Apply,Remote ,Contract,"Bash
Database management
Azure
SQL
Shell Scripting
US work authorization","Health insurance
Vision insurance","Data Warehousing experience (ETL, SQL). Coding experience with one of the following: Python, Shell, Bash."
121,Data Engineer,GenSpark,"$70,000 - $90,000 a year",United States ,Full-time | Contract,"SQL
Windows
Pandas
Communication skills
Python
Pass drug screening
Background check","Dental insurance
Paid training
Health insurance
Referral program
401(k)",We provide paid training in technical and soft skills to take your skills to the next level in exchange for a 12 month commitment to work with an established…
122,Associate Data Analytics Engineer,"The Travelers Companies, Inc.","$77,000 - $127,100 a year","Hartford, CT ",9 days ago,"SQL
Microsoft Excel
Python
Qualtrics
Bachelor's degree","Paid time off
Wellness program
401(k)
Health insurance
401(k) matching","Export/standardize data for our data team to analyze. Build rudimentary data solutions, correct problems, apply transformations, and recommend data cleansing…"
123,Senior Data Engineer,DispatchHealth,"$150,000 - $175,000 a yearQuick Apply","San Francisco, CA ",1 day ago,"SQL
Machine learning
Python
Databases
AWS","Stock options
Health insurance
Paid time off","Build well-designed, reusable systems to extract, transform and load data into centralized data lakes and reporting warehouses from a variety of sources."
124,AWS Data Engineer,CirrusLabs,Quick Apply,Remote ,Contract,"SQL
APIs
Python
Tableau
Redshift",,"Languages - Strong in Python and SQL, SnowSQL (if Snowflake) and prior project experience in building data pipelines- This is must."
125,Senior Data Engineer,Discord,"$205,300 a year","San Francisco, CA ",,,,"As one of the early data engineers at Discord, you’ll have an outsized impact on our data foundations. What you'll be doing Create and maintain data pipelines…"
126,Data Engineer,Teamware Solutions (quantum leap consulting).,Quick Apply,Remote ,Contract,"OOP
SQL
Python
Tableau
Google Cloud Platform
US work authorization",,Tasks to extract data from databases and orchestrate these. Experience in designing and executing solutions for complex business problems involving large scale…
127,Azure Data Engineer,Macersoft Technologies LLP,$70 - $90 an hourQuick Apply,Remote ,Full-time,"Power BI
Communication skills
Azure
Analytics
Data lake
US work authorization",,Azure data factory: 4 years (Preferred). Good knowledge and hands on experience in Query writing and data analysis. Good knowledge in Azure Synapse analytics.
128,Data Engineer I (ETL/Talend),"The Travelers Companies, Inc.","$98,600 - $162,600 a year","Hartford, CT ",,,,"Incorporate core data management competencies including data governance, data security and data quality. Four years of data engineering or equivalent experience…"
129,Data Engineer,Human Interest,"$130,000 - $145,000 a yearQuick Apply","San Francisco, CA ",,,,Help build a world class data environment. Work with engineering teams across the company to improve data tracking. Generous PTO and parental leave policies.
130,Data Engineer (Oracle),Fidelity TalentSource,"Estimated: $110,000 - $150,000 a year","Durham, NC ",Full-time,"SQL
Microsoft Excel
Shell Scripting
UNIX
Product development",,"A curiosity about Quantitative, Multi-Dimensional Analysis, working with data and data tools. Minimum of 8 - 10 years of data engineering experience required."
131,Data Engineer,Radcube LLC,"$116,416 - $130,000 a yearQuick Apply",Remote +1 location,Full-time | Contract,"SQL
Natural language processing
Informatica
Data analytics
Communication skills
US work authorization",,Strong Python and R skills. Experience using cloud technology - AWS/Snowflake/S3 (anyone). Experience in Data Analytics and Machine Learning and NLP.
132,Data Engineer,Human Interest,"$130,000 - $145,000 a yearQuick Apply","San Francisco, CA ",,,,Help build a world class data environment. Work with engineering teams across the company to improve data tracking. Generous PTO and parental leave policies.
