,title,company,salary,description,location
162,Business Analyst,Delviom LLC,$55 - $58 an hour,Experienced with data storytelling and presenting analysis to senior leaders to recommend data-driven business decisions.,Remote
163,Sr Data Analyst - Remote,UnitedHealthcare,"$82,100 - $146,900 a year","This function is not intended for employees performing the following work: production of standard or self-service operational reporting, casual inference led …","Remote in Minnetonka, MN 55345+13 locations"
164,Research Data Analyst 1,Stanford University,,"Analyze data processes in documentation.Use system reports and analyses to identify potentially problematic data, make corrections, and determine root cause…","Stanford, CA+4 locations"
165,Junior Health Data Analyst,Logistics Management Institute,,Support will include both data analysis and process improvement.Training on CMS programs and data will be provided.Open to fully remote applicants*.,"Remote in Tysons, VA"
166,Jr. Data Analyst,Donato Technologies,,"We are looking for someone with Data Analytics Exp, Good with SQL, Python, and Reporting Tools(Power BI/Tableau)**.","Dallas, TX"
167,Data Analyst,Scripps Health,,"May be involved in exploratory data analysis, confirmatory data analysis and/or qualitative analysis.Gathering operational data to examine past business…","San Diego, CA 92127"
168,"Data Analyst, Customer Success",Square,,"1 - 3 years of analytics, business intelligence, data science experience or equivalent.Familiarity with data warehouse design and best practices.",Remote in Texas+1 location
169,Data Analyst,Cresen Solutions,"$66,206 - $72,474 a year",Hands-on technical experience and ability to perform data analysis.Attention to detail and strong focus on technical analysis.,Remote
170,"Data Analyst II, Insights & Analytics",Remitly,,"Our data supports data consumers like Accounting, Treasury, Finance, and Customer Success.Experience in analyzing large volumes of data.","Remote in Seattle, WA 98101"
171,Data Analyst,Fincons Group,,Several years of experience as a data analyst.Experience as analyst of metric and KPI data based on around basic statistics.,Remote
172,Regulatory Data Analyst,Cash App,,Creative data visualizer and dashboard creator.Previously automated reports to ensure data quality.Interface with our legal team to understand and delivery…,"Remote in Philadelphia, PA"
173,"Deutsche Bank Analyst Program - Technology, Data and Innovat...",Deutsche Bank,,Depending on your rotation you will gain expertise in:designing & delivering engineering solutions for our businesses and customersproviding production…,"New York, NY+1 location"
174,Data Analyst,BBC Research & Consulting,"$50,000 - $75,000 a year","Benefits: Health insurance (with dental and vision), life insurance, retirement plan with 3 percent employer match, accrued flex time.",Remote
175,"Jr. Analyst, Master Data Management",Sig Sauer,,Ensures master data integrity in the key system master data (Oracle EBS ERP and Oracle Agile PLM).Use previously created SQL data load definitions to update…,"Remote in Newington, NH 03801"
176,"Analyst, People (HR) Analytics",Saks Fifth Avenue,,"Design, develop and deliver customized and interactive dashboards, utilizing our existing People (HR) data and combining with other data sources, including data…","Remote in New York, NY"
177,Data Analyst,Arkestro,,Willingness to immerse yourself in a data science studio for collaborative data analysis.Monitor and edit the Arkestro application data model.,"Remote in San Francisco Bay Area, CA"
178,Entry Level Data Analyst,SMB Franchise Advisors,$22.98 - $26.83 an hour,Experience with hands-on and manual data tasks.Attention to detail and ability to follow instructions and written processes to deliver requirements.,Remote
179,Data Analyst,Magna International Inc.,,"Documenting contents in a data warehouse and meta-data storage.Experience with different types of data sources (relational and non-relational databases, data…","Troy, MI 48083+1 location"
180,Data Analyst - Full Remote,System Pavers,,Analyze data of current metrics and identify additional data points and KPIs that would bring deeper insights to executive team.,"Remote in Santa Ana, CA 92705"
181,Business Analyst,K-TEK RESOURCING,"$85,000 - $90,000 a year","> Business Analysis services, work closely with stakeholders to get in-depth understanding of the business strategy, process, services.",+1 locationRemote
182,Business Intelligence Analyst,Peloton,,Working with our engineering and product teams to understand our continually evolving data sources.Extensive knowledge of manipulating large data sets using BI…,"Remote in New York, NY 10011"
183,HR Data & Compensation Analyst,Virta Health,,"Maintain the integrity of employee data within our primary HRIS, ADP, including supporting large scale data changes.",Remote
184,Controlled Substances Data Analyst,Michigan Medicine,,Ability to present data clearly for a variety of audiences.The primary responsibility of the position includes data analysis and review of a variety of data…,"Ann Arbor, MI 48109"
185,Jr. Data Analyst,PepsiCo,,"Familiarity with data analysis & data profiling in project, business requirements definition or data engineering in CPG or Manufacturing Industry.","Chicago, IL+2 locations"
186,Data Analyst,ComplySci,,"Create and document tools and processes for supporting our data feeds.Proficient with SQL (preferably MS SQL) to troubleshoot, analyze, and resolve data issues…",Remote
187,Healthcare Provider Reporting Analyst,Monogram Health,,"1-3 years of experience working as an analyst in the healthcare industry specifically working with medical claims, membership, and provider data.",Remote
188,Product Strategy Data Analyst,Cohere Health,,"Understanding of healthcare data a plus, but not required.Conduct and build data analyses to answer key business, product, market, and operational questions…","Remote in Boston, MA"
189,Data Analyst,"Business Performance Systems, LLC","$60,000 - $90,000 a year",Develop data management plans for data layers.Experience with data management and data governance.Maintain data dictionary/meta data and adherence to…,Remote
190,Digital Delivery - Data Analyst - New York,Efficio Consulting,,"Independently conduct analysis in SQL & Tableau, sharing results and collaborating with clients, Efficio’s client facing teams, and Efficio’s technical experts.","New York, NY"
191,Research Data Analyst 1,Stanford University,,"Analyze data processes in documentation.Use system reports and analyses to identify potentially problematic data, make corrections, and determine root cause…","Stanford, CA+4 locations"
192,Health Information Analyst,Michigan Medicine,,"Evaluate the integrity and comparability of data and identify gaps in data sources.Interpret health data attributes, including data definitions, value sets,…","Ann Arbor, MI"
193,Transaction Banking-DALLAS-Analyst-Data Science,Goldman Sachs,,Interface with data architecture and data platform teams for model training & production processes.Either strong data science/ML background or experience in…,"Dallas, TX 75201 (Uptown area)"
194,Data Analyst,Academic Analytics Llc,"$70,000 - $80,000 a year","3-5 years data analysis experience or academic training.Perform data analysis to support client objectives, turning data into insights that drive business…",North Carolina
195,"Business Analyst, Tools and Reporting",TikTok,,1+ years of experience in data science or analytics role.Proficiency in SQL - able to write structured queries on large data sets.,"Hybrid remote in Los Angeles, CA+5 locations"
