,title,company,salary,description,location
165,Data Analyst,Attunely,,"Work collaboratively with other members of the data science, engineering, sales and marketing teams to gather data, perform analysis, and provide insight to the…","Remote in Seattle, WA"
166,Data Scientist,Geocomp Corporation,,"Bachelor’s degree in engineering/data science or computer science and 3-5 years of related experience.Geocomp (a Sercel company) is looking for an experienced,…","Remote in Acton, MA 01720"
167,"Applied Scientist, Data Science",CooTek,,Expertise in data science experiments.Apply data science to business problems.PhD in data science or related fields.Expertise in data science and/or NLP.,"Mountain View, CA"
168,Market Research Analyst,CivicScience,,"Bachelor’s degree in business, market research, data science, statistics, or social sciences.Capable thinker who is comfortable analyzing data and writing…",Remote
169,(Jr) Quantitative Analyst / Data Scientist,TrueChoice Solutions,,"Support the organization on all projects and tasks related to analytics, quantitative analyses and data science.Develop client-facing analytics dashboards.","Remote in Vienna, NY"
170,Data Science/Analytics - New Graduate,ManTech International Corporation,,A passion for data/science analytics.Prior professional work experience related to data science/analytics.This will be dependent on the critical needs of the…,Remote
171,Data Scientist Junior Associate,Home Partners of America Inc,,"Maintain, troubleshoot, track, and constantly improve existing deployed data science models.0-2 years of experience in a technical role or analytics role …","Chicago, IL 60606 (West Loop Gate area)"
172,Data Analyst,Universal Service Administrative Company,"$52,001 - $79,000 a year",You have proven experience working with data warehouse in databases using SQL and programming languages for data science such as R or Python (or a demonstrated…,"Washington, DC 20005 (Downtown area)"
173,Data Scientist,Expedite Technology Solutions,"$120,000 - $130,000 a year","Pull data to develop robust scalable reporting solutions for analytics readout and insights.Experience with data visualization tools such as Data Studio,…","Austin, TX"
174,Data Scientist,Capture Higher Ed,,Comfortable leading discussions with Higher Education Institutional leadership about strategic use of data science and predictive modeling.,"Remote in Louisville, KY 40206"
175,Junior Data Strategy Analyst (JDSA)*,National Capitol Contracting (NCC),,"Analyze and streamline the processes and technology for using data to manage ship maintenance operations, and draw valuable insights from data through data…","Puget Sound, WA"
176,Entry-Level Geochemist/Data Scientist,"Life Cycle Geo, LLC","$60,000 - $80,000 a year","Familiarity with the data science/machine learning process applied to geoscientific, hydrologic, or engineering problems.Fluency in Spanish is a plus.",Remote
177,Data Scientist,Intuitive Cloud,$80 - $100 an hour,Data analytic and transform raw data.Be able to Curate the market data and use it like python library.Financial sql snowflake dbt at the transform layer.,Remote
178,Data Scientist,KAYAK,,"Masters or higher degree in statistics, data science, computer science, economics or any other quantitative field.Day off on your birthday.","Boston, MA"
179,Data Scientist I,GovStrive LLC,,"Support the collection, preparation, and management of client data and publicly available datasets such as the Federal Employee.","Remote in Atlanta, GA 30309"
180,Data Engineer,Elutions,,Perform statistical data analysis and statistical modelling with high quality data handling techniques.Incorporate process of continuous improvements into day…,"Tampa, FL 33602 (Downtown area)"
181,Senior Data Scientist,Machinify,,Work on automation and tooling to continuously improve our data science efforts.You enjoy solving real-world business problems involving data-driven…,Remote in California
182,Data Scientist,Koddi,,Provide thought leadership in applying innovative machine learning techniques to solve complex data science problems.WHAT SKILLS AND EXPERIENCE YOU BRING*.,Remote
183,Product Data Scientist,Current,,Develop data roadmaps for Product; collaborate with BI and Engineering groups to define and build new data infrastructure.401(k) plan with company matching.,"New York, NY 10011 (Chelsea area)"
184,Data Visualization Information Specialist (Health Research),VA Portland Health Care System,"$70,853 - $90,585 a year",Master’s degree in data science/informatics or similar field.Proficiency in Tableau or related interactive data visualization platform.,Remote
185,Data Science Teacher,OTCFin,"$120,000 - $500,000 a year",O Previous teaching experience of data science courses.O 3+ years of professional data science experience building machine learning models Python and other…,"New York, NY 10004 (Financial District area)"
186,Data Scientist,Marathon TS,"$150,000 - $180,000 a year","10+ years' of professional experience in data science and analysis.*Create insights from existing data, and drive the collection of new data and ways to…","Hybrid remote in Springfield, VA 22152"
187,Data Scientist,Lacework,,This individual would be a leader in the definition and development of the data science & data engineering ecosystem at Lacework and be an integral part of…,"Remote in San Jose, CA"
188,Data Scientist,Pearl Certification,"$90,000 - $130,000 a year","3+ years of data science experience.Support data literacy across the organization.Own the full data science lifecycle including partnering with product,…",Remote
189,Data Analyst,DISH,"$65,800 - $94,000 a year","At least a BS in a quantitative field such as statistics, data science, or business analytics (MS or MBA is preferred).","Christiansburg, VA 24073"
190,Data Analyst,Modea,,"*Wrangle the data*: Our work may occasionally involve some data science and modeling work, but to be clear: we are first and foremost looking for analysts who…",Remote
191,Geospatial Data Science Advisor (Geographer) - Evernorth,Cigna,"$95,800 - $159,600 a year",Own development and deployment of a data quality assurance dashboard tracking our ETL processes.Develop actionable value- and data-driven communication for…,"Hartford, CT 06152 (Frog Hollow area)"
192,Data Scientist,ISSAC Corp,"$100,000 - $150,000 a year",Have a degree and experience in data science.Helping customers exploit their data in novel ways.Have BIG data experience – actual experience not academic or…,"Colorado Springs, CO 80919 (Northwest Colorado Springs area)"
193,Associate Data Scientist (Remote),Adlucent,"$75,000 - $105,000 a year","Designs, develops, and runs A/B & multivariate tests for different data science solutions.Analyzes large quantities of data, creates data visualizations &…","Remote in Austin, TX 78723"
